run_id,key,value,step,timestamp
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,1.60740327835083,0,1736560547597
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,1.16067373752594,1,1736560570071
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.9565259218215942,2,1736560590598
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.8509290218353271,3,1736560613286
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.7714204788208008,4,1736560634908
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.7019106149673462,5,1736560656328
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.6391816735267639,6,1736560677135
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.5914058685302734,7,1736560697958
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.5370365977287292,8,1736560718813
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.4972831904888153,9,1736560739696
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.45357757806777954,10,1736560881411
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.4122872054576874,11,1736560899547
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.38269466161727905,12,1736560920468
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.34374406933784485,13,1736561059180
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.30817490816116333,14,1736561076591
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.28233039379119873,15,1736561094594
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.2528756558895111,16,1736561112934
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.22618159651756287,17,1736561131010
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.2094203680753708,18,1736561149080
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.19295719265937805,19,1736561167220
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.16492503881454468,20,1736561185497
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.1566627472639084,21,1736561202901
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.1356397420167923,22,1736561220448
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.13760264217853546,23,1736561238700
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.11773233115673065,24,1736561257095
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.11221478134393692,25,1736561275206
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.10944666713476181,26,1736561293213
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.10348330438137054,27,1736561312319
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.10125833004713058,28,1736561330661
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.09776490181684494,29,1736561348721
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.08560195565223694,30,1736561367609
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.08602558076381683,31,1736561385511
c1bca060fd5f40baa63e1e7a4f44bce2,train_loss,0.0903700739145279,32,1736561403388
