run_id,key,value,step,timestamp
0c3e18ec39264cbf97cee79e172e92e3,train_loss,1.5027315616607666,0,1735770084445
0c3e18ec39264cbf97cee79e172e92e3,train_loss,1.0212771892547607,1,1735770095943
0c3e18ec39264cbf97cee79e172e92e3,train_loss,0.8038902282714844,2,1735770105921
0c3e18ec39264cbf97cee79e172e92e3,train_loss,0.6673495173454285,3,1735770116982
0c3e18ec39264cbf97cee79e172e92e3,train_loss,0.5657309889793396,4,1735770127510
0c3e18ec39264cbf97cee79e172e92e3,train_loss,0.47087737917900085,5,1735770138675
0c3e18ec39264cbf97cee79e172e92e3,train_loss,0.3969156742095947,6,1735770147604
0c3e18ec39264cbf97cee79e172e92e3,train_loss,0.3192826509475708,7,1735770156540
0c3e18ec39264cbf97cee79e172e92e3,train_loss,0.2692044675350189,8,1735770165414
0c3e18ec39264cbf97cee79e172e92e3,train_loss,0.20905718207359314,9,1735770174271
0c3e18ec39264cbf97cee79e172e92e3,train_loss,0.1811227947473526,10,1735770183234
0c3e18ec39264cbf97cee79e172e92e3,train_loss,0.1526552140712738,11,1735770191484
0c3e18ec39264cbf97cee79e172e92e3,train_loss,0.13778550922870636,12,1735770200093
0c3e18ec39264cbf97cee79e172e92e3,train_loss,0.12819238007068634,13,1735770209243
0c3e18ec39264cbf97cee79e172e92e3,train_loss,0.12612652778625488,14,1735770217922
0c3e18ec39264cbf97cee79e172e92e3,train_loss,0.11645989120006561,15,1735770226452
0c3e18ec39264cbf97cee79e172e92e3,train_loss,0.10763604938983917,16,1735770235482
0c3e18ec39264cbf97cee79e172e92e3,train_loss,0.10344306379556656,17,1735770243876
0c3e18ec39264cbf97cee79e172e92e3,train_loss,0.09672406315803528,18,1735770252302
0c3e18ec39264cbf97cee79e172e92e3,train_loss,0.10910522192716599,19,1735770261385
0c3e18ec39264cbf97cee79e172e92e3,train_loss,0.09738989919424057,20,1735770270202
0c3e18ec39264cbf97cee79e172e92e3,train_loss,0.09446132928133011,21,1735770279102
0c3e18ec39264cbf97cee79e172e92e3,train_loss,0.0903579369187355,22,1735770287925
0c3e18ec39264cbf97cee79e172e92e3,train_loss,0.09162887930870056,23,1735770296744
0c3e18ec39264cbf97cee79e172e92e3,train_loss,0.09321315586566925,24,1735770305982
0c3e18ec39264cbf97cee79e172e92e3,train_loss,0.08884889632463455,25,1735770314851
