run_id,key,value,step,timestamp
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.44714999198913574,0,1735770084445
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.6353499889373779,1,1735770095943
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.7162500023841858,2,1735770105921
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.7664250135421753,3,1735770116982
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.8014749884605408,4,1735770127510
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.8344749808311462,5,1735770138675
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.8597750067710876,6,1735770147604
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.8862249851226807,7,1735770156540
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9035000205039978,8,1735770165414
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9251750111579895,9,1735770174271
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9350000023841858,10,1735770183234
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9469249844551086,11,1735770191484
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9515249729156494,12,1735770200093
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9538249969482422,13,1735770209243
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9545999765396118,14,1735770217922
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9600750207901001,15,1735770226452
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9629250168800354,16,1735770235482
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9641500115394592,17,1735770243876
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9672750234603882,18,1735770252302
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9627000093460083,19,1735770261385
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9668999910354614,20,1735770270202
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9672750234603882,21,1735770279102
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9689499735832214,22,1735770287925
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9692249894142151,23,1735770296744
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9684500098228455,24,1735770305982
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.97017502784729,25,1735770314851
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9694499969482422,26,1735770323815
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.972350001335144,27,1735770332460
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.970300018787384,28,1735770341099
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9721249938011169,29,1735770350459
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9709749817848206,30,1735770359306
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.971750020980835,31,1735770368148
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9725250005722046,32,1735770377276
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9718250036239624,33,1735770386449
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9746000170707703,34,1735770395670
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9724249839782715,35,1735770404565
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.9716500043869019,36,1735770413349
0c3e18ec39264cbf97cee79e172e92e3,train_accuracy,0.973924994468689,37,1735770422121
