run_id,key,value,step,timestamp
376288e18c154b769d26cd852f87f3a2,val_loss,2.071378707885742,0,1738023881398
376288e18c154b769d26cd852f87f3a2,val_loss,1.9324504137039185,1,1738023902967
376288e18c154b769d26cd852f87f3a2,val_loss,1.8170092105865479,2,1738023923891
376288e18c154b769d26cd852f87f3a2,val_loss,1.7260075807571411,3,1738023943927
376288e18c154b769d26cd852f87f3a2,val_loss,1.6602376699447632,4,1738023963849
376288e18c154b769d26cd852f87f3a2,val_loss,1.7141623497009277,5,1738023983928
376288e18c154b769d26cd852f87f3a2,val_loss,1.5646271705627441,6,1738024000440
376288e18c154b769d26cd852f87f3a2,val_loss,1.5266444683074951,7,1738024020271
376288e18c154b769d26cd852f87f3a2,val_loss,2.211122751235962,8,1738024039695
376288e18c154b769d26cd852f87f3a2,val_loss,1.5347039699554443,9,1738024055903
376288e18c154b769d26cd852f87f3a2,val_loss,1.4450929164886475,10,1738024072048
376288e18c154b769d26cd852f87f3a2,val_loss,1.4657875299453735,11,1738024090962
376288e18c154b769d26cd852f87f3a2,val_loss,1.4009417295455933,12,1738024107486
376288e18c154b769d26cd852f87f3a2,val_loss,1.3616284132003784,13,1738024126517
376288e18c154b769d26cd852f87f3a2,val_loss,1.347519874572754,14,1738024146061
376288e18c154b769d26cd852f87f3a2,val_loss,1.4693080186843872,15,1738024164910
376288e18c154b769d26cd852f87f3a2,val_loss,1.3191254138946533,16,1738024180727
376288e18c154b769d26cd852f87f3a2,val_loss,1.2873615026474,17,1738024198320
376288e18c154b769d26cd852f87f3a2,val_loss,1.3113865852355957,18,1738024216754
376288e18c154b769d26cd852f87f3a2,val_loss,1.2296102046966553,19,1738024232432
376288e18c154b769d26cd852f87f3a2,val_loss,1.3340905904769897,20,1738024250487
376288e18c154b769d26cd852f87f3a2,val_loss,1.2587167024612427,21,1738024266194
376288e18c154b769d26cd852f87f3a2,val_loss,1.2275795936584473,22,1738024282194
376288e18c154b769d26cd852f87f3a2,val_loss,1.2756409645080566,23,1738024300631
376288e18c154b769d26cd852f87f3a2,val_loss,1.225692629814148,24,1738024316323
376288e18c154b769d26cd852f87f3a2,val_loss,1.200708270072937,25,1738024334480
376288e18c154b769d26cd852f87f3a2,val_loss,1.1855155229568481,26,1738024352317
376288e18c154b769d26cd852f87f3a2,val_loss,1.1438387632369995,27,1738024370060
376288e18c154b769d26cd852f87f3a2,val_loss,1.1141024827957153,28,1738024388001
376288e18c154b769d26cd852f87f3a2,val_loss,1.1326392889022827,29,1738024405743
376288e18c154b769d26cd852f87f3a2,val_loss,1.1163829565048218,30,1738024421377
376288e18c154b769d26cd852f87f3a2,val_loss,1.215509295463562,31,1738024437147
376288e18c154b769d26cd852f87f3a2,val_loss,1.182672142982483,32,1738024452759
376288e18c154b769d26cd852f87f3a2,val_loss,1.1501661539077759,33,1738024468487
376288e18c154b769d26cd852f87f3a2,val_loss,1.083638310432434,34,1738024484423
376288e18c154b769d26cd852f87f3a2,val_loss,1.054808497428894,35,1738024501371
